Text	Class	NACE
the company s primary activity is to hold shares in affiliated companies and hold properties the group s main activities are to provide temporary and recruitment services within a wide range of industries	0.0	7
focus on recruitment of digital profiles digital marketing seosem ecommerce design development and sale they best candidates seeking not even	0.0	7
we resolves task for you kleven partners is a consulting firm in aarhus as helps small and large companies over whole country with to recruit they completely right employees confidence home read more	0.0	7
company purpose is to drive recruitment business and hereby related company	0.0	7
with consultancy mindweiss find you a expertise on our business recruitment development read more	0.0	7
in the staff exchange have we united it best from recruitment and temporary agency and have thus created a unique stock exchange for companies and employees	0.0	7
proselection is danish largest recruitment agency before for accounts and economy we delivers the same high quality each walk we recruit a employee	0.0	7
our primary focus in jobselection is recruitment management development team development and stress coaching before for schooling children and young abuse psychiatry eldercare exposed groups as well as tasks before for staff and operation in different administrations in its municipalities	0.0	7
as recruitment agency is we specialists in recruitment advice and more we find recruitment solutions there fit to your situation	0.0	6
as is a nordic consultancy company we work to be the nordic region s leading and most respected organization within workforce transformation	0.0	7
active search is danish leading rrekrutteringsbureau within accounts and economy we helps our customers with to find the right candidate to available posts and the available position to you as candidate	0.0	7
digitally sign recruitment in stockholm have both candidate and employers in focus and is therefore you most delivery proof recruitment partners we working with competence based recruitment as well as rethink approach beyond recruitment offers we search and headhunting management support and second opinion	0.0	7
nomi search is your expert in headhunting of konomiprofiler as chief financial officer and other relevant posts click into for to view what we can offer you	0.0	7
company purpose is to drive company before for recruitment business and consultancy as well as thus related business as well as make normal wealth management including investment in securities and fixed estate	0.0	7
as in previous years the company s core activities were to render temporary staffing and recruitment assistance the company s key business segment is nationwide temporary staffing in the areas of office canteen storage industry it nursing domestic help construction sales and demonstration	0.0	7
stag seed combines our customers recruitment needs with need for onboarding organisational learning and development	0.0	7
executive search search selection p nordisk og international niveau executive search search selection p nordisk og international niveau din	0.0	7
how know you when you have found right employees or head answer is too often first when recruitment is ready or a year later	0.0	7
company purpose is to exercise and sell services within hr human resource	0.0	6
company purpose is to drive recruitment and advisory services investment business and hereby related company	1.0	7
we is specialists in recruitment with a strong searchdna and we burner for development of organization and competences	0.0	7
squinting is specialized in recruitment and headhunting of leaders and specialists before for production construction project management development and technical sale	0.0	7
hks real estate advisors was founded in and has since been a premiere commercial real estate capital advisory firm	0.0	4
abg sundal collier is the independent nordic investment banking powerhouse developed over years founded on a hard working partnership culture and the ability to attract top talent	0.0	6
northcape provides innovative and sound investment advice and financing solutions to our clients within the shipping offshore and aviation industries	0.0	6
fcg is a leading governance risk and compliance firm offering best in class services and tech solutions to the european financial industry	0.0	6
at hansen we expect excellence but we also know that long term that doesn t mean an excessive amount of hours put in and a private life put on hold it comes from truly finding a balance between what gives you energy and having rewarding places to put it	1.0	6
a global leader in consulting technology services and digital transformation we offer an array of integrated services combining technology with deep sector expertise	0.0	6
international organisation of audit offices	0.0	6
global consulting and research firm specialising in telecoms media and technology	0.0	7
as a locally rooted and internationally active m a team we support company sales and acquisitions in germany and across national borders this enables us to achieve optimal results for our clients	1.0	7
mcf corporate finance is a leading corporate finance advisory firm with a focus on cross border and middle market transactions	1.0	6
we are m a and corporate finance experts who advise companies on strategic capital measures we advise you on the sale of your company	1.0	6
london corporate finance provides advice about buy and sale of companies capital raising and strategic growth as well as restructuring with special focus on owner managers and sme segment	1.0	7
the company s activities consist of consultancy in relation to business transfers and capital injection m a and are currently considered as the leading independent m a advisor in denmark in the medium sized business segment	1.0	7
initia corporate finance is leading finnish company and financial arrangements advisor explore	1.0	7
the company s purpose is to provide advice and assistance in the purchase and sale of business and business development as well as to fund and invest in accordance with the board s decision	1.0	7
j partners is acquisitions expert that works business owners financial advisor company sales each point	1.0	7
welcome to partner fondcommission we are a partner owned operator active in corporate finance asset management and aktiem kleri our focus is transactions in small and medium sized companies where we create value growth for our clients and investor collectives	0.0	7
the company s activity has consisted of investing in the purchase and sale of securities and owning shares shares in other companies as well as consultancy and real estate rental	0.0	7
the company shall conduct advisory activities on the sale of shares acquisition of capital loan financing in infrastructure and energy and thus compatible operations	0.0	7
list rus partners capital advisors is a middle market m a firm and management company of private equity fund lpca fund i	0.0	7
as a cpaas provider we transform personalized communications through valuable and innovative mobile services because every communication matters	0.0	7
we support the business objectives of our customers by providing high added value legal solutions hpp attorney general ltd is a specialised legal entity	0.0	6
houlihan lokey has been named the no investment bank in its class for the past years with expertise in a wide array of strategic advisory services	1.0	6
scandinavian corporate finance advisers a s trust integrity innovation scf advisers is an independent boutique investment bank which specializes in advising and collaborating with clients on m a capital raising and other corporate finance advisory assignments contact	1.0	6
nordhaven is the leading independent financial adviser in the nordic markets helsinki based pca corporate finance and oslo based steinvender joined to become nordhaven	1.0	7
translution capital is a nordic corporate finance house which devises and executes innovative customized solutions to our clients most challenging issues our services are based on extensive experience from leading investment banks	1.0	7
a leading independent m a advisory firm in the nordics with vigorous energy commercial creativity an unparalleled network and a full nordic setup	0.0	n
in corporate finance it s all about dedication drive and delivery	1.0	7
trust the leading technology m a advisor in the nordics to secure your deal	1.0	6
we are an independent full service belgian law firm with an international focus our teams are all hands on thorough and approachable	0.0	7
the object of the company s operations shall be to conduct directly or indirectly web development consultancy activities in the field of services for consumers in digital media and to conduct compatible activities	0.0	6
provides legal services in business transactions	0.0	6
we at ahl partners work with project management and financial advice for the sale and acquisition of companies and corporate valuations we have our base in gothenburg but work with clients all over sweden	1.0	7
bird bird is an international law firm we have over lawyers in offices across europe the middle east asia pacific and north america	0.0	6
our passion is to support growth companies with accounting bookkeeping cfo and hr services contact us for more information	0.0	6
we offers customised solutions for your company we helps contractors and groups to develop shops	1.0	7
designers first fs have implemented a capital increase lucas partners helped to in cooperation with virkondesigner f invest have acquired foam mattress specialists aps a of lucas partners partners starred benett agro aps have sold its activities to pomi industry aps lucas partners advised sell	1.0	5
we are an international investment firm that supports the most ambitious and talented entrepreneurs and companies to achieve their goals we invest in high growth dynamic situation buyouts and growth capital investments from six offices around the world with professionals about us	0.0	6
corporate purpose is to provide financial advice and assist with provision of total financing solutions for projects in into and abroad	0.0	6
fearnley securities learn more research message from the ceo john olav harr gives an introduction to the company our business principles and our core values	0.0	6
armatori is an independent finnish corporate finance company offering first class m a and financial advisory services	1.0	7
ago we started dealhaus have our purpose been to create connections and build bridge between people as virksomhedsm glere with particularly focus on sale of less and medium sized companies is our task to identify and connect den correct k ber with our client	1.0	7
alvarez marsal delivers transaction and business advisory performance improvement and turnaround management services to help organizations transform operations catapult growth and accelerate results through decisive action	1.0	7
browse deep profiles of million influential decision makers subscribe to see how you connect	0.0	7
incepto is a norwegian corporate finance strategic advisory services company	1.0	7
the main activity as in previous years has consisted of administrative tasks as well as investment in equity and securities	1.0	7
making venture happen televenture is one of the leading venture capital companies in norway	0.0	6
welcome to alpha solid corporate finance craftsmanship alpha has developed into a leading m a boutique with one of the most skilled and experienced teams in norway	1.0	7
the company s activities is to offer consulting services and counseling within technology industries with focus on business development fundraising and corporate brokerage m a	1.0	7
welcome to zonda partners zonda partners is an investment banking boutique serving companies in the nordic life sciences industry	0.0	6
company shall conduct financial and strateisk advisory activities to physical and legal persons as well as take place and manage fixed and loose property including shares and participations as well as idka thereby compatible activities	1.0	7
company purpose is to be complementar in the limited partnership bi private equity new markets iii ks cvrnr	0.0	6
the company s main activity as in previous years has been to provide management advice with related tasks	0.0	7
capri capital is a boutique firm focussed on arranging finance for sme trading business renewable energy and property investment and development capri partners with investors funders businesses and property developers to deliver financing solutions across the capital structure	0.0	6
omp capital as is a leading financier to the energy infrastructure industry providing flexible financing solutions across the capital structure	0.0	6
brodersen co ltd independent international drinks beverages m a advisors and strategy consultants	1.0	5
with tdh barley aps prioritizes we data security and confidentiality very high because we by it is of highest priority for the critical consumer there acting on net same time will we like give you the best possible experience when you user our website	1.0	4
frishop dk denmark s online construction market in branded at good prices	0.0	6
we is experts on awnings pergola curtains and sunscreen and have improved outlook in southwest sk ne ago	0.0	4
the company s main activity is to carry out carpentry and carpentry work both new construction and repairs	1.0	4
v stervik d rrtj nst is it obvious election when you wish switch window doors or renovates we have office and exhibition free home visits and m ttantagning window changes garage doors renovation handikappsanpassningar skylight shop alarm	0.0	4
welcome to restads sunscreen ab in lund we helps you with everything as you need within sunscreen such as blinds awnings sunscreen	0.0	4
we on byggvaruf rmedlingen sell window doors ports conservatories with or without montage in kumla at rebro have we largest exhibition	0.0	4
siemens gamesa is a leader in the renewable energy industry working to provide the world s best offshore and onshore wind turbines and services	1.0	3
coloplast danmark a s markets and sells aids in denmark and iceland within stomia continuens urology and skin care and wound treatment	1.0	3
explore the world of volvo built on quality safety and care for the environment find out more about how volvo delivers innovations for the future	1.0	7
lego develops produces and sells toys	1.0	7
velux a s is a owned subsidiary of vkr holding a s and the main activity is to produce market and sell roof windows and accessories hereto	1.0	4
dynaudio offers the best loudspeakers for your home studio and car	1.0	2
arla produces and sells healthy and sustainable dairy products to people across the world	1.0	1
we are a global pharmaceutical company founded in with headquarters just outside copenhagen our aim is to drive change to combat diabetes and other serious chronic diseases such as severe obesity and rare blood diseases and endocrine diseases	1.0	2
welcome to velux here you will find information about all velux skylights skylight cups skylight domes light tunnels sun protection and much more	1.0	4
this page provides information about all dialogs window domes tachupler lightning instruction and curtains available to the velux group	1.0	4
the group s activities comprise of consulting engineering manufacturing and trading activi ties	1.0	6
rtn barley t mrerfirmaet there combines innovation and tradition in craft	1.0	4
we offer roof service in both taastrup and stork benhavn so you re missing then contact us today and we will find a solution	0.0	4
sells and markets various fastening systems to the construction and transport industries	0.0	4
we want our customers to live in an intelligent and design conscious home with bespoke technology without compromising interior design or architecture	1.0	4
company purpose is consultancy as well as second company there after the estimates is connected thus	0.0	7
irradia ab is a swedish medical technical company which specializes in medical laser equipment and lllt low level laser therapy	0.0	4
doors and windows we performs replacement of your old doors and windows as well as as repair of your current doors and windows read more here roof windows we is specialists in mounting of roof windows we is your best choice since we have more years experience with mounting of brands such as	0.0	4
sells building materials and other tools related to construction	0.0	4
peltitaiturit oy we machine seam roofs other tin roofs lukkosauma profile and for construction damper work specialized company read more page	0.0	4
the company s main activity is to conduct electronics commerce services and related activities	0.0	2
do you need a carpenter in holb k and surroundings we do all the work in the carpenter s trade our team consists of quality conscious employees look at this	0.0	4
avekmet provides all the aluminium and steel structures from high quality aluminium doors to aluminium glass facades and safe railings	0.0	2
company purpose is to drive build and carpentry and hereby related companies	0.0	4
with fa jack fs have we specialized us in new windows and new take additionally make we obviously a whole lot carpenter and joiner work	0.0	4
with t mrerfirmaet finn j aps in odense stands we ready to to take hand about your task here find you a professional carpenter as attaches weight on a craftsmanship work of high quality	0.0	4
we build reliable rotor blades to reduce the cost of energy and power a cleaner world with wind turbines	1.0	2
the company s main activity is the design manufacture and installation of glass facades and aluminium facades in denmark	0.0	4
sunit oy delivers tailored computing technology for client entrepreneur our technology base on open architecture computer oac technology it make sure that all applications are optimally powered and the life time of information system is warranted	1.0	2
since its foundation in eiler thomsen alufacader has worked out to be one of denmark s leading glass alu facade contractors focusing on quality know how and delivery times our metiers are single sitting aluminium windows and doors double facades curtainwall structural glazing above lights etc	0.0	2
smart products for automationautomation components to detect monitor measure and controlsee our products with our knowledge and the wide range of products	1.0	4
primo is the leading global manufacturer of customized plastic extrusion solutions for sectors such a energy offshore medico transport and industry	1.0	2
the purpose of the company is to carry out commercial handicraft and real estate leasing activities	0.0	4
acc worked together with reflex architects to find stylish facade solutions with screen printed glass and interior solar shielding the project is environmental certified according to breeam se level excellent	1.0	7
mockfj rds offers window changes of customized windows patio doors we tailor solutions to your needs and requirements	1.0	4
company purpose is to drive company with trade and capital as well as thus related company	1.0	4
vitral a s is a owned subsidiary of vkr holding a s and has the main activity of producing marketing and selling skylight solutions for slanted and flat roofs	0.0	2
build calculate and request a quote for your glassed in lounge directly online expodul is the best at creating customized lounges for quality of life all year round	0.0	2
company purpose is to drive construction fabrication trade investment and second thus related company	1.0	4
svea window stands for we come to your house take measurements and make price suggestions book a free home visit today	1.0	4
i have even over years experience as carpenter and joiner i offers everything within carpenter joiner tasks as well as professional advice	1.0	4
the purpose of the company is to carry out carpenters con tracts and other related activities	1.0	4
company purpose is to drive company within build industry by construction and repair of buildings installations and trade and thus related company	1.0	4
welcome to assens carpenter joiner aps we performs quality work to competitive prices and provides always for to comply with agreed conditions and delivery times company have existed ago november and we is member of english craft there ensures you as customer	1.0	4
velux danmark a s is a wholly owned subsidiary of velux a s and has as its main activity the sale of velux products in denmark	1.0	4
company purpose is sale of goods and services within carpenter and joiner company	1.0	4
hoof three glass is producer av vinterhager glass ceiling specially produced window and doors after goal read more about us references	0.0	1
company shall conduct sales of window and shooting parts in aluminum consultancy related to construction industry as well as idka thereby compatible activities company shall additionally conduct trade with securities	0.0	4
of hemmatema see get you advice tips as well as find good rates on known trademarks within bl a ceiling doors window bathroom lighting pavers and garden as well as plumbing and el safely easily affordable probably sweden best webshop	0.0	4
lands gerlach is again in years nominated as year carpenter we is with in review craftsman where our customers can go into and review our work and write about how it is to have lands gerlach on visit we was thus voted as year carpenter in out of in everything companies	0.0	4
we is a of sweden leading f nsterbytare for all types of house	0.0	1
runes is a shop dealer with a wide selection av items and that have specialized himself on targeted sun shade and held on with it i closer years	0.0	4
duolight gainsboro grey is pliss gardinen for it modern home seen to both practical and aesthetic aspects they sexkantiga vaxkakeformade fickorna prisoners up air as circulating which gives a insulating effect during winter closes cold out and heat preserved in	0.0	4
our carpenter helps in customers in odsherred holb k and environs our t mrermester clearsky all tasks before for carpentry trade read more here	1.0	4
the company s main activities include trade in curtains textiles and related activities	0.0	4
the company s main activities are the sale of wood cargo and building materials and related products	0.0	4
norlux window window of correct timber with high quality and best performance delivered and installed dimensions and customized	0.0	4
quality conscious and versatile entreprise company renovation of old new buildings together with strategic collaborators new technology	1.0	8
ink storage master company in oslo etablet in which specializes in tact worker tactical and fascinating work contact us today for command	0.0	4
h c h son fs in they more than years company have existed have we built a significant experience within everything carpenter and joinery new floor or a	1.0	4
welcome to heen the new build d cor we offers our customers a wide range av professional carpentry services	1.0	4
corporate purpose is to drive carpenter and construction and company there is naturally connected hereby	1.0	4
luxion is in the forefront of physically based lighting simulation with technology developed by luxion it is now possible to create accurate high quality interactive product visuals or analyze the effect that lighting has on an environment fa ade or within a building	0.0	6
home tin warehouse master roof bags robert slettmo as tired av gr v rsdager and rain invest i a roof that lights up neighborhood we have over year experience with roof we tailor roof after your want and needs	0.0	4
we on bygglagret in mockfj rd make it easily for you to choose right doors and window look closer in our webshop for to find precisely your window or your door	0.0	4
kahoot is a game based learning platform that brings engagement and fun to billion players every year at school at work and at home sign up for free	1.0	6
the company shall conduct operations in software and gaming development for computer mobile platform and console and its compatible operations	1.0	5
visit supercell com and find out more about us and our games	1.0	6
we invest in digital scale ups from exceptional founders the corporate venture arm of bonnier group	0.0	6
known for story driven and visually stunning action games remedy have created blockbuster games such as control alan wake and max payne	1.0	6
stillfront is a global group of gaming studios and a market leader in the free to play online strategy games genre	1.0	5
embracer group is the parent company of businesses developing and publishing pc and console games for the global games market	1.0	5
thunderful group ab is a primarily pan nordic group that develops and publishes pc console and mobile games for the global gaming market as well as distributes games game consoles game accessories and toys in the nordic market	1.0	7
the company will conduct development of interactive digital media and therefore operations	1.0	5
eg is a strategic formation of companies innovating success across gaming entertainment	1.0	6
the company will outweek provide distribute and market games and media products to consumers via internet connected devices provide consulting services in it software development graphic design and project management as well as conduct with the said operations compatible operations	1.0	5
the company s business is to develop operate and sell skills games in digital media and thus compatible operations	1.0	5
small giant games was founded in early with the belief that small talented teams can do extraordinary things we re based right in the heart of downtown helsinki finland	1.0	6
the company develops designs produces and markets computer games in the global market the company s idea is to design and develop world class video games based on its own original characters universes and concepts using self developed technology	1.0	6
founded in funcom is an independent developer and publisher of games for pc and consoles titles include conan exiles and secret world legends	1.0	5
we exist to inspire the world through play electronic arts is a leading publisher of games on console pc and mobile	1.0	4
the company s operations shall consist of developing and distributing software and thus compatible operations	1.0	6
we are truly passionate about games and committed to making titles that will engage and bring genuine joy to people for years	1.0	6
the company shall directly or indirectly conduct consultation and development of software release of computer games and engage in compatible operations	1.0	5
company should directly or indirectly through subsidiary organise lotteries vadslagning and other games as well as conduct thereby compatible activities	1.0	6
welcome to rovio we put joy first with our player focused mobile games angry birds small town murders and more	1.0	5
starbreeze studios has been publishing titles since the first title was made by canadian independent developer behaviour interactive the game was dead by daylight the global hit asymmetrical multiplayer horror game where four survivors are pitted against a horrific killer	1.0	5
solidicon brings world class digital entertainment to life through playful design art and software craftmanship	1.0	6
the company will conduct development of computer software computers and accessories consulting within computer software and multimedia development trading in securities and thus compatible operations	1.0	5
embark studios is a stockholm based games studio on a mission to blur the line between playing and making	1.0	6
frozenbyte is an independent game developer with a focus on game quality all frozenbyte games are self funded and based on self owned ip	1.0	5
more than games dodrems ltd is a finnish mobile game studio and the maker of drive ahead and drive ahead sports	1.0	6
the company shall conduct development training marketing and sales of software and consulting services in digital entertainment property and securities management and thus compatible operations	1.0	5
company should conduct development and sales of computer games and web as well as thereby compatible activities	1.0	6
corporate purpose is to create innovative games there still remember its grundr dder among they klassiskespil	1.0	5
the company shall conduct computer programming software development publishing and sales of computer programs and thus compatible operations	1.0	6
hello friend come meet ubisoft redlynx our multiplatform game development studio located in helsinki one of the world s top cities to live in	1.0	5
itch io is a simple way to find download and distribute indie games online whether you re a developer looking to upload your game or just someone looking for something new to play itch io has you covered	1.0	4
apprope makes creative and fun apps for iphone ipad and android	1.0	6
we develop original content for gaming and igaming servicing the experienced gamer with niche video games and premium casino games	1.0	5
the company s business shall be to trade in computer and video games such as distributors licensees and manufacturers	1.0	5
story and gameplay hazelight continues to push gaming into new uncharted waters with our unique way of weaving story and gameplay together in our game experiences	1.0	5
the company will conduct media production of digital media web multimedia and film as well as photo production of moving image post processing and commercial film production	0.0	6
zordix is an international fast growing entrepreneur driven gaming group that develops publishes and distributes games globally	1.0	6
we are the developers of awesome mobile games from the north of finland we made the hill climb racing series and more	1.0	6
resolution games is a stockholm sweden based studio focused on creating virtual reality vr and augmented reality ar immersive experiences for all	1.0	5
kambi empowers operators to deliver the ultimate user experience through intelligent data interpretation	0.0	6
two men and a dog the finest mobile games from finland	1.0	6
vg golf academy i really love golf and my work every day i have the opportunity to meet wonderful and interesting people the more i learn of golf and life i realize how much more there is to learn wonderful as i use to say i m confused on a higher level lessons with vg golf academy on vg golf academy read more	0.0	8
asetek manufactures and markets cooling processors for liquid cooling	0.0	4
headquartered in helsinki finland housemarque is a game developer working on console and pc true to our core gamer audience we prioritize stratified gameplay mechanics and impeccable audiovisual execution to create euphoric gaming experiences	1.0	6
the company will develop computer games and thus compatible operations	1.0	6
the company shall conduct management consulting activities develop and sell software in computer games and entertainment own and manage movable and immovable property and conduct compatible operations	1.0	5
ubisoft nordic a s main activity in the past year has been the purchase sale and marketing of entertainment software the production of these is mainly carried out by the parent company ubisoft nordic a s is responsible for the sale in scandinavia	1.0	4
the company s activities concern the distribution of feature films and tv series as well as the distribution of sony playstation game consoles and sony playstations in denmark	1.0	5
motivate your sales force with the most comprehensive and effective gamification platform in the game	1.0	6
deliver a seamless betting experience with gig power your digital transformation with our innovative tech and media solutions	0.0	6
we are one of the largest companies within the european igaming industry and our brands offer casino sportsbook and other games via gaming licenses in eleven countries	1.0	8
the company shall directly or indirectly through subsidiaries conduct the development and sale of software own and manage movable and immovable property and thus conduct compatible operations	1.0	5
star stable is an online horse game full of adventures ride and take care of your own horses and explore the exciting island of jorvik	1.0	5
moviestarplanet is an online gaming universe aimed at smaller children	1.0	8
arilyn is a full service xr design studio brand engagement in immersive and interactive experiences	0.0	6
the purpose of the company is to carry out graphic magazine and other publishing activities administration licensing agency consultancy and other activities related to entertainment production the company also collects and further invoices for internal services in the egmont group s story house division	1.0	5
a game for everyone is a game for no one here you can find all the latest news and information from arrowhead game studios	1.0	6
the company s activity consists in running a consulting business in the it industry the business consists of two divisions a consulting division consisting of customised projects and a product division consisting of synergyxr	1.0	6
company purpose is trade investment and second thus in connection standing company	1.0	6
we know what accessibility and tanking means for hauliers in our region therefore we have established norrland s absolutely strongest construction network with more than filling stations from kiruna in the north to ngerman lven in the south	0.0	4
with inyett you get secure payments inyett will help you avoid unnecessary risks accidental mistakes and unpleasant fraud attempts	1.0	6
digital workforce is the leading service provider specialising in intelligent automation rpa and ai services on an industrial scale	0.0	6
collectia is one of denmark s largest and oldest collection companies we help all size companies with debt collection bad payers and unpaid bills	0.0	7
univest provides a full range of banking insurance investment solutions browse our online banking services or find a location near you	0.0	6
etnedal sparbank is the bank by your side throughout all phases of life with competent advisors and good digital solutions we are a bank for you whether you are a private or a corporate customer	0.0	6
nidaros sparbank private berift sign in berift as a customer with us you and your company get full financial advice our talented advisors want to	0.0	6
birches sparbank private berift sign in berift as a customer with us you and your company get full financial advice our skilled advisors want to be your sparring partner and find good solutions for your needs we are your help in making good choices always	0.0	6
global payment service for innovative e traders mondido converts more visitors to paying customers flexible payment service with more payment methods	1.0	6
zimpler give businesses access to instant bank payments and payouts all over europe	1.0	6
the company shall provide financial and monetary services such as payment services with related support services	1.0	6
get mobile payment with the mobilepay app so you can easily pay with your mobile in any situation from mobile payment in physical stores and webshops to mobile payment of subscriptions and bills you can also transfer money with your mobile to friends and acquaintances or donate money via your mobile to charities	1.0	6
we make it easy for your customers to pay with all the known payment solutions and we integrate at the same time as your current accounting system	1.0	6
clearhaus offers software that makes it easy for online shops to accept credit card and mobile payments	1.0	6
inpay offers low cost fast and secure multi currency cross border payments as an alternative to swift wire transfers	1.0	6
we believe the world needs a partnership driven technology company fully focused on payment terminals services	1.0	6
the company s main activity is the development sale and operation of payment systems and systems for the administration and payment of subscriptions	1.0	6
the company will conduct research development consultancy service agency sales and rental of efficient systems services and products the company will also operate related retail in the form of service stores and related operations furthermore the company is required to trade in securities and shares	1.0	5
billy is a free accounting programme to small and medium sized companies send easy invoices and get track on vat and posting create a user on minutes	0.0	6
online tieto is a boldly different spice broth for coders graphs visionaries and artists our pigs enjoy good and stylish online visibility ease of e commerce efficiency of booking systems and smooth project management	0.0	6
payment institute november first minimizes the banking costs of companies on international payments in collaboration with international	1.0	6
we continues to deliver good prices on mortgage and savings to customers our create account single i online bank	0.0	1
company purpose is to exercise company with developers as well as hereby connected services	1.0	6
the company s main activity is sales advice support and implementation of microsoft dynamics nav microsoft business central and microsoft power bi solutions	0.0	6
the company s purpose is to operate in trade and service products within the hard white goods industry and other related companies	0.0	9
siru mobile is the easiest way to pay with mobile phone paying has never been so simple find out why and get started today	1.0	6
scandinavia largest selection of b dudstyr go on discovery in our netshop or look past store we have always a wide selection of item on shelves	0.0	6
business central nav built on standard components and dealer independent apps it makes your solution long lasting and ensures you the freedom of supply	0.0	6
company activities shall be sales and service of cash registers and system sales of dare and safe plus thereby compatible activities	0.0	4
mobilepay is easy to send and receive money you only need the recipient or payer s phone number in addition mobilepay can be used to pay for cashiers online stores and apps mobilepay enables companies to make cost effective mobile payments	1.0	6
primeq offers innovative packaged products and services within cyber telephony economy salary erp and e commerce	1.0	6
ddb data programs to retail industry our pos cashier system to retail trade can used of small and large shops to betalingsopkr vninger have we nets pbs payment service and supplier service development of windows programs on booking	0.0	6
krokedil helps company to take paid on online we offers finished plugin and betalmoduler to woocommerce	0.0	6
online business banking for the self employed invoicing holvi business mastercard receipt capture bookkeeping open account now	0.0	6
money transfer phone payment online local payment by phone pivo is a mobile payment application for customers of all banks get to know me	1.0	6
the akschen i vossvl og landmandsbank asa is listed on the oslo b rs with ticker vvl yjar du at buy or homework it can be done over oslo b rs r dgvar i bolbanken please contact the price and links	0.0	6
the group provides office equipment office technology furniture and accessories via web sales throughout the country	0.0	4
high quality nosh clothing for women men and children	0.0	4
the company shall inter alia provide payment services in addition the company will conduct operations that include the development of internet based systems and applications for electronic commerce as well as engaging in compatible operations	1.0	5
basware is a cloud based purchase to pay and e invoicing solution enabling businesses around the world to reduce costs manage spend and forecast growth in order to provide complete functionality this web site needs your explicit consent to store browser cookies	0.0	6
sweden s most affordable car wash there s always a glimra near you download the app find the nearest station washing the car has never been so smooth	0.0	7
danish largest nails shop a fight selection of gel nails and acrylic nails as well as everything nails accessories	0.0	9
the company s main activities are the design implementation operation and maintenance of e commerce solutions on the internet	0.0	6
selskabets hovedaktivitet er udvikling og salg af erp systemer og supply chain l sninger til logistik og forlagsbranchen the company s main activity is to develop and sell enterprise resource planning software and supply chain solutions for the distribution and publishing industries	0.0	6
pensopay delivers redemption agreement to visa mastercard and payment gateway in one package supports apple pay mobilepay nets	1.0	6
as in previous years the main activity has been to conduct business with the development sale and operation of a subscription management platform to manage subscription and continuous payment for customers in digital services	1.0	6
nordia payment terminals and cash system best on the service approval for use under the new kassalov	1.0	4
cash register system cash register babs paylink verifone nets bambora easipos receipt printer receipt rolls easipos rebro kortterminal betalterminal controller tax cash register system for restaurant	1.0	7
spend less time paying business bills with corpay one s built in bookkeeping expense approval and more in one complete platform start for free today	1.0	6
corporate purpose is to exercise company before for informatics as well as hereby related company	1.0	6
integrate automated mobile messaging flows into your business processes call center and customer touch points to increase revenue and decrease servicing costs	0.0	6
bancore platforms is a b b service targeting technology driven companies and financial institutions in need of electronic mobile payment solutions read more bancoremit simplifies crossborder money transfers which are often the main source of income for inhabitants of emerging markets	1.0	6
build your own marketplace website launch fast with a full feature set grow extend your platform expert support at every step get started for free today	0.0	6
create a account and take against payments with visa and mastercard in day paylike is a modern payment platform there makes life easier for ek bm nd and developers	1.0	5
bambora is now worldline digital payments for a trusted world secure and innovative payment solutions for in store and online businesses	1.0	6
the company s activities include the development of technological solutions for the purposes of payment intermediation and the financial dissemination of transaction payments for webshops and physical shops	1.0	6
europe s leading saas solution provider dedicated to nonprofit organizations online donation platform for event fundraising peer to peer crowdfunding advocacy legacy marketing automation crm	0.0	6
in mid reewire international aps formed partnership with nepal payment solution pvt ltd and wepay pvt ltd the partnership is in the process of deploying a payment and service hub powered by m	0.0	6
the object of the company is to provide it consultancy and in the opinion of the board all related activities	1.0	6
online b b payments for enterprise and sme businesses payer is a powerful api platform that support micro modules for conversion payment administration	1.0	6
streamlining processes in maritime market leading products automation of disbursement accounts crew and supplier payments and optimising time in port	1.0	8
get implemented a oneclick buy checkout as a new online payment solution adapted to your profession create account to account payments with swiipe	1.0	6
tink s open banking platform lets you connect to over european banks and institutions and get enriched and categorised financial data through api	1.0	6
charge easily online payson is one of sweden s leading companies for payments online here both e traders and private individuals get access to secure online payments with payson s payment solution for	1.0	6
the finance app in the app store pay anyone instantly design a debit card to match your style invest in stocks or bitcoin with as little as	1.0	6
ibt apps provides a fully integrated core banking system that your customers will identify as a cut above allowing you to stand apart from the competition	1.0	7
payair technologies ab an innovative technology partner providing state of the art digital payment solutions	1.0	6
digital leading is the future leasecloud is the platform we connect leasing companies e commerce crm business systems retail and insurance companies in a common digital platform fast simple great choice and efficient	0.0	7
mystore no makes trading easier combine shop and online store in one and the same solution the solution includes klarna checkout tilted up for free and you will now get a unique shipping service many thanks of online shops are built on mystore no we are norway s largest e commerce platform try us free for days	1.0	6
we are an international company specialising in investment business development and financing	0.0	7
norfund is the norwegian investment fund for developing countries with bill nok in total commitments	0.0	6
a global leader in active responsible investment federated hermes is guided by the conviction that responsible investing is the best way to create long term wealth	1.0	6
